customer_text,americanair_response,customer_tweet_id,response_tweet_id,predicted_intent
Flying high in the sky #earlymorningflight @AmericanAir https://t.co/xvaKU5FRYn,@120277 We're thrilled to start off November with you Noemi! #enjoy,19250,19249,Loyalty / AAdvantage
@AmericanAir 219,@120347 Thanks for the info. We'll let the right people know.,19797,19799,Flight Disruption
I love it when there's room in the overhead bin for my carry on but @AmericanAir makes me check it so I can waste another hour when I land.,"@120347 Sorry for the inconvenience, Samiey. What's your flight number? We'd like to pass along your feedback.",19798,19796,Baggage
"@AmericanAir 
 U kept us sittin on the tarmac till we missed our Conn. U booked us a flight tmrw but refused a hotel &amp; food comp! #RefundMe",@120422 We're sorry for the frustration this caused. We're glad to hear you've been rebooked.,20098,20096,Onboard Services
"@AmericanAir I actually did book Main Cabin Extra.  Great flight, great service, love those cookies! 😁","@120496 Aren't they the best?! Glad you had such a great flight, April. Come see us again soon!",20587,20586,Seats & Upgrades
Look at all the leg room the folks have in the safety video! What's up @AmericanAir ? I want on that flight! 😂 https://t.co/KWvLkp1vNl,"@120496 We know you're ready to stretch out. We offer Main Cabin Extra, with more leg room: https://t.co/N9kHMrvr7b",20589,20588,Onboard Services
@AmericanAir a Paris - New York 8 hour flight without a personal screen in 2017 ?!?! Are you serious ??? #worstairlineever and no window :-(,@120635 We want you to stay entertained while on board. Take a look here for info on streaming to your device: https://t.co/n3xnGPgfe2,21148,21147,Flight Disruption
@AmericanAir I at the airport CDG 2A. Crowded lines for check-in....I was there 2h30 before takeoff. https://t.co/DRsANNE8K8,@120713 Sorry for the wait. We're working hard to get everyone taken care of as quickly as possible.,21627,21626,Baggage
"Hey @AmericanAir, can this beauty be my emotional support pet? 😁✈️👌🏼 #AvGeek #ORD #Dreamliner #787 #K9 https://t.co/E9PhaE1EUT",@120797 She is a beauty! We won't tell if you don't!,22018,22017,Loyalty / AAdvantage
"Hey @1446 , it is one of those mornings @120863   @1447 @120864 @120865 @AmericanAir https://t.co/bYlUkqZoCc",@120862 You're in good wings with us!,22244,22243,Loyalty / AAdvantage
@120943 @120944 is there a place in Dallas where I can get my #precheck status resolved. 7th flight in a row where no status @AmericanAir,"@120942 We'd like to take a look at this John. Meet us in DM with your KTN, date of birth and name as it appears with TSA.",22629,22628,Loyalty / AAdvantage
"As @AmericanAir Executive Platinum I tweet to them often. They are an amazing team!  Immediate responses, incredibly helpful-invaluable resource to their fliers. https://t.co/FWkpYwSNFt","@121138 We appreciate the kudos, Julie. We're always here for you #TweetUsIfYouNeedUs!",23721,23720,Loyalty / AAdvantage
"What an absolute nightmare experience flying with @AmericanAir and @British_Airways has been, lost luggage, can take 21 days to find them!",@121196 That's not what we like to hear. Please be sure to file a claim with the final carrier so we can get you reunited quickly.,24110,24109,Loyalty / AAdvantage
@AmericanAir Hi @AmericanAir just want to say how disappointed we were and very upset we Did need the esta. Was really annoying tbh,@121307 We're sorry. Check with the consulate of the country you’re entering (or passing through) for your requirements. https://t.co/RtwK8VjCeh,24607,24609,Other / General Support
@AmericanAir Hey there question: we are travelling from UK to Jamaica transit is Miami do we need esta visa? We hold British passport,@121307 You're good to go as long as you have your British passport and return/onward ticket.,24608,24606,Other / General Support
. @AmericanAir might want to hold 6am flight to philly from Ottawa. Lots of people missing bc of slow moving customs lines,@121415 We're taking a closer look at this Matthew. We appreciate you letting us know.,25049,25046,Other / General Support
"Taking off from MIA Int’l
@americanair
#americanview https://t.co/Z3rdseFfpR",@121663 We're loving your #AAview and we're so glad we get to share the skies with you!,25949,25948,Baggage
"@Americanair #theDMVoftheair
Terrible customer service on the ground and in the air. Save yourself the pain and fly just about anyone else",@121776 We really would like to turn this around for you. Our team will reach out to you soon.,26463,26462,Other / General Support
@AmericanAir Your caste system for economy travelers is Byzantine. We are in the lowest caste. Bad move.,@121777 We don't want you to feel that way. We treat all our customers well and love flying you to AAmazing places!,26467,26466,Baggage
"@AmericanAir Lol thanks for the reply but this doesn’t make any sense. It’s like saying I can’t use a Starbucks gift card on the cup, just the coffee.",@121778 It can only be used towards the price of the ticket. The premium seats purchase is an ancillary charge.,26469,26468,Loyalty / AAdvantage
@AmericanAir Hows it possible I cant use my AA gift card b/c Im purchasing a “premium seat?” No free seats available. Do u not want my $500?,"@121778 Gift cards cannot be used for purchasing seats, our apologies for any inconvenience.",26471,26470,Seats & Upgrades
@AmericanAir Aaaaaand... you baggage customer assistance office at VPS is closed. Now what?,"@121779 The club is open from 8a-10p, our team will operate the office after arrivals.",26473,26472,Baggage
"@AmericanAir Obviously will, but praying it doesn’t get worse / things fall out between DFW and VPS. Every. Single. Time.","@121779 We understand, Camilo. Be sure to verify that you have all your contents when you arrive.",26475,26474,Flight Disruption
"Once again, thx @AmericanAir Few things as crappy as getting broken/open bags that you have to recheck because complaint is “at destination”",@121779 Our apologies for the damage to your bag. Please speak with our Baggage office at the airport to file a claim.,26477,26476,Baggage
@AmericanAir Had I known I needed to take a shuttle to an additional terminal in LAX I would have added more time.  It was not noted at all.  Sad!,@121780 Our airport team will help get you on your way and take excellent care of you!,26479,26481,Check-in & Airport
@115873 took an hour and forty minutes which should have only been an hour to get to LAX.  Missed my @AmericanAir flight.  #uberfail #thanks,@121780 We know this can be upsetting. See our airport team when you arrive for your options.,26480,26478,Flight Disruption
"@AmericanAir 
Late afternoon at the DFW Admirals Club - Terminal D. 
What an spectacular view 😀 https://t.co/23ptGxUPhZ","@121781 That's an amazing, #AAmericanview, we're glad you could catch the gorgeous Texas sunset from the club!",26483,26482,Other / General Support
@AmericanAir I'm on flight AA3822 and the cabin crew is simply the best. Will you give them my thanks? I don't have my kudos cards on me.,@121782 We'll be more than happy to give them your thanks! #AATeam,26485,26484,Flight Disruption
@AmericanAir My father in law was part of the wing engineering design team - sadly passed last year,"@121908 Oh, Mark. We're so sorry for your loss.",27007,27009,Seats & Upgrades
Super flight with @AmericanAir @121909 787 #Dreamliner from Chicago O'Hare to @119137 Monday night #redeye,@121908 It's a pretty sweet ride if we say so ourselves!,27008,27006,Seats & Upgrades
@AmericanAir @121911 My mom took a turn with her terminal https://t.co/Elca1d06Pg is canceling the ticket going to solve the problem?,@121910 We're so sorry to hear about your mother and we're wishing her the best of wishes. Please follow and DM additional details.,27012,27011,Check-in & Airport
@AmericanAir flight AA723 is scheduled to depart @1654 at 10:35 but they won't let anyone up to the gates. Any updates??,@121912 We're showing AA723 is on time as of now Marisa. We'll have you on your way soon!,27014,27013,Flight Disruption
Still connected for this &gt;10h flight with @AmericanAir  #StayingPositive https://t.co/oTPqBOrEbd,@122020 It's always good to stay connected high in the skies!,27514,27513,Seats & Upgrades
@AmericanAir So excited,@117695 We are too! Enjoy your flight.,27517,27519,Flight Disruption
Just touched down in Heathrow. Great wee flight with @British_Airways. Onto the second leg. Vegas with @AmericanAir #woohoo @644,@117695 Vegas here we come!,27518,27516,Onboard Services
Kudos @AmericanAir agent at Mia d24 for keeping his cool while getting screamed at by some ass who doesn’t get why 4 carryons aren’t ok.,@122126 We've got the best in the biz and they're great at handling any curve ball thrown their way. Thanks for the shout-out! #AATeam,27961,27960,Baggage
Another week...another trip on @AmericanAir from @1763 thru @122128 ...6 weeks in a row #ToledoExpress #airwarrior,@122127 We're ready! We'll be wheels up and on our way in just a few.,27963,27962,Flight Disruption
Thanks @AmericanAir agents in Albany and gate F26 in Philly for getting me home early yesterday. #timeisagift #neighborhoodtrickortreatfun,@122129 Way to rock it #AATeam! We're so happy to hear they could help with this sweet treat!,27966,27965,Booking & Payment
"@AmericanAir My FA was AMAZING but I didn’t catch his name. 😞 If I DM my record locator, can you pass along a good word to his boss?",@122130 We're very happy to hear how #AAmazing our FA on board was. We've your info and we'll be sure to pass your kudos along. #AATeam,27968,27970,Booking & Payment
